ID,DESC,PROGRAM_NAME,DONOR_DESC,DONOR_NAME
153784,One-time award available to full-time students who are members of NATA. Minimum 3.2 GPA required. Open to undergraduate upperclassmen and graduate/postgraduate students.,National Athletic Trainers' Association Research and Education Foundation Scholarship Program,Organization goal is to advance the knowledge base of the athletic training profession.,National Athletic Trainers' Association Research and Education Foundation
153796,"One $2000 scholarship available to full-time undergraduate or graduate students in all majors to encourage the study of safety and environmental management. The program is open to all college undergraduate and graduate students in all majors/disciplines enrolled in 12 credit hours per semester, trimester, or quarter.","Campus Safety, Health and Environmental Management Association Scholarship Award Program","The organization provides information sharing opportunities, continuing education, and professional fellowship to people with environmental health and safety responsibilities in the education and research communities.",National Safety Council
153797,This is a one time non-renewable scholarship to engage in the study of the Japanese language or Japanese studies in Japan.,Japan Studies Scholarship,A department of the Japanese government that oversees educational policy.,"Ministry of Education, Culture, Sports, Science and Technology"
153801,"Up to seven grants of $70,000 for candidates holding MD, PhD, or equivalent degree. Must be an assistant professor or equivalent with up to six years of experience since completion of training. Applicant is expected to spend at least 90 percent of the working time on research. Submit application, letters of recommendation and description of proposed research project.",National Hemophilia Foundation Career Development Award,"The National Hemophilia Foundation is dedicated to finding better treatments and cures for inheritable bleeding disorders and to preventing the complications of these disorders through education, advocacy and research. Established in 1948, this non profit health organization has chapters throughout the country. Its programs and initiatives are made possible through the generosity of individuals, corporations and other foundations.",National Hemophilia Foundation
153802,"Up to two fellowships of $42,000 for candidates having completed doctoral training in a doctoral, postdoctoral, internship or residency training program. Fellow must spend at least 90 percent of the time on research project and remaining 10 percent may be devoted to teaching or clinical work that is relevant to the research.",National Hemophilia Foundation Judith Graham Pool Postdoctoral Fellowship,"The National Hemophilia Foundation is dedicated to finding better treatments and cures for inheritable bleeding disorders and to preventing the complications of these disorders through education, advocacy and research. Established in 1948, this non profit health organization has chapters throughout the country. Its programs and initiatives are made possible through the generosity of individuals, corporations and other foundations.",National Hemophilia Foundation
153810,"This is a speaking contest. The objective of the contest is to develop a deeper knowledge and appreciation of the U.S. Constitution, develop leadership qualities, the ability to think and speak clearly and intelligently, and prepare for acceptance of duties, responsibilities, rights, and privileges of American citizenship. Open to North Carolina high school students. Must be U.S. citizen or lawful permanent resident. The contestant must have a prepared eight to ten minute oration on some aspect of the Constitution of the United States, as well as 4 three to five minute discourses on specific assigned topics to test the speaker's knowledge of the subject.",American Legion Department of North Carolina High School Oratorical Contest,"A nonprofit veterans organization whose purpose is to support children and youth programs, community service programs, care of families of deceased veterans, and to assist veterans in working with the veterans' administration.",American Legion Department of North Carolina
153812,Scholarship provides financial support for eligible Hopi individuals pursuing postsecondary education. Minimum 3.0 GPA required.,Tribal Priority Award,"Organization dedicated to working in a spirit of Sumenangwa-Naminangwa, providing quality service and preserving culture, values, land, and resources. They are committed to promoting opportunities for self determination and self sufficiency.",Hopi Tribe
153813,"Grant provides financial support for eligible Hopi individuals pursuing postsecondary education. Minimum 2.5 CGPA required. Deadlines: July 1 for fall, and December 1 for spring.",BIA Higher Education Grant,"Organization dedicated to working in a spirit of Sumenangwa-Naminangwa, providing quality service and preserving culture, values, land, and resources. They are committed to promoting opportunities for self determination and self sufficiency.",Hopi Tribe
153814,"Grant provides financial support for eligible Hopi individuals pursuing postsecondary education. Minimum 2.5 CGPA required. Deadlines: April 1 for summer, July 1 for fall, and December 1 for spring.",Hopi Education Award,"Organization dedicated to working in a spirit of Sumenangwa-Naminangwa, providing quality service and preserving culture, values, land, and resources. They are committed to promoting opportunities for self determination and self sufficiency.",Hopi Tribe
153818,"Scholarships provides funds to qualified applicants for beginning, continuing, and specialty education courses at accredited culinary schools worldwide, as well as, independent study for research projects. Applicants must have at least, a minimum 3.0 GPA, must write an essay, submit two letters of recommendation. Application fee: $35.",Culinary Trust Scholarship Program for Culinary Study and Research,The Culinary Trust provides culinary professionals with the tools and opportunities to understand and act on critical issues in the world of food.,The Culinary Trust
153819,"Award given in recognition of outstanding leadership, as demonstrated by the activities and accomplishments of an individual within the chapter, on campus and in the community, while maintaining a good academic record. All initiated undergraduate members of TKE, in good standing with a cumulative GPA of 2.5 or higher, are eligible to apply.","Charles R. Walgreen, Jr. Scholarship Award","The foundation works to strengthen brotherhood in Tau Kappa Epsilon by providing a tax-advantaged means to establish and support scholarships, support leadership development, enhance personal and social values.",TKE Educational Foundation
153820,"$300 scholarship available to initiated undergraduate members of Tau Kappa Epsilon who are full-time students in good standing with a cumulative GPA of 3.0 or higher. Preference will first be given to a graduate of the TKE Leadership Academy but, if there is no qualified applicant, the scholarship will be open to any other qualified Teke.",George W. Woolery Memorial Scholarship,"The foundation works to strengthen brotherhood in Tau Kappa Epsilon by providing a tax-advantaged means to establish and support scholarships, support leadership development, enhance personal and social values.",TKE Educational Foundation
153841,"Merit-based $1000 scholarships for students studying communications, public relations, and/or journalism. All U.S. citizens may apply, but preference will be given to U.S. citizens of Polish heritage. Must submit three letters of recommendation on appropriate letterhead with application mailed directly to AIPC. For study in the United States only. Non-refundable fee of $10 will be collected.",Harriet Irsay Scholarship Grant,The institute aims to share with Americans the heritage of Poland and establish a center of educational facilities and resources for the encouragement and promotion of scientific and aesthetic endeavors of Americans of Polish descent.,American Institute of Polish Culture Inc.
153842,"Scholarship program to recognize and reward outstanding high school junior females in the areas of academics, leadership, athletics, public speaking, and the performing arts. Must be single, U.S. citizen, and resident of California. Minimum 3.0 GPA required.",California Junior Miss Scholarship Program,"Organization fosters the educational goals of college-bound senior girls. It recognizes and rewards young women who have distinguished themselves at school and in their community, with educational scholarships.",California Junior Miss Scholarship Program
153846,"Scholarship will be awarded annually to high school seniors graduating from accredited Montana high schools. The MUS Honor Scholarship is a four year renewable scholarship that waives tuition at one of the Montana University System campuses or one of the three community colleges (Flathead Valley in Kalispell, Miles in Miles City or Dawson in Glendive). The scholarship must be used within 9 months after high school graduation. Applicant must have a minimum GPA of 3.4.",Montana University System Honor Scholarship,"A state agency and a division of the Office of the Commissioner of Higher Education that administers the Montana University System Honor Scholarship, GEAR UP Scholarships and other state grants and work study programs.","Montana University System, Office of Commissioner of Higher Education"
153850,"Scholarship of up to $8000 for high school seniors who are dependents of AFT members. Must submit transcript, test scores, essay, and recommendations with application. Must be U.S. citizen.",Robert G. Porter Scholars Program-American Federation of Teachers Dependents,"Union of public and professional employees, including public, private, and charter school teachers, paraprofessionals and school-related personnel (PSRPs), higher education faculty and professionals, nurses, employees of state and local governments.",American Federation of Teachers
153851,"Nonrenewable grant provides continuing education for school teachers, paraprofessionals and school-related personnel, higher education faculty and professionals, employees of state and local governments, nurses and other health professionals. Must be member of the American Federation of Teachers for at least one year.",Robert G. Porter Scholars Program-AFT Members,"Union of public and professional employees, including public, private, and charter school teachers, paraprofessionals and school-related personnel (PSRPs), higher education faculty and professionals, nurses, employees of state and local governments.",American Federation of Teachers
153854,"Scholarship for graduating high school seniors accepted to accredited four-year colleges or universities. Must be a minority student, United States citizen, involved in community service and demonstrate leadership potential and financial need. See web site for additional details.",Jackie Robinson Scholarship,"A public, not-for-profit national organization serves as an advocate for young people with the greatest need. The foundation assists minority youths through the granting of four-year scholarships for higher education.",Jackie Robinson Foundation
153855,"Renewable award for undergraduate students who are descendants of an eligible Confederate soldier. Must be enrolled in an accredited college or university. Minimum 3.0 GPA required. Applicants must be endorsed by the President and the Second Vice President/Education Chairman of Chapter and Division, and by the Second Vice President General. Applications are submitted through local chapters.",United Daughters of the Confederacy Undergraduate Scholarships,The organization mission is to assist descendants of worthy Confederates in securing a proper education and to fulfill the sacred duty of benevolence toward the survivors of the War and those dependent upon them.,United Daughters of the Confederacy
153872,"Renewable award for full-time graduate students who are descendants of an eligible Confederate soldier, enrolled in a school of history or medicine. Must be enrolled in an accredited college or university and have a minimum 3.0 GPA. Submit letter of endorsement from sponsoring chapter of the United Daughters of the Confederacy.",Judge William M. Beard Scholarship,The organization mission is to assist descendants of worthy Confederates in securing a proper education and to fulfill the sacred duty of benevolence toward the survivors of the War and those dependent upon them.,United Daughters of the Confederacy
153873,"Award for full-time undergraduate students who are descendants of a Confederate soldier, sailor or marine. Must be from Texas, Mississippi or Louisiana. Must be enrolled in an accredited college or university and have a minimum 3.0 GPA. Submit application and letter of endorsement from sponsoring chapter of the United Daughters of the Confederacy.",Gertrude Botts-Saucier Scholarship,The organization mission is to assist descendants of worthy Confederates in securing a proper education and to fulfill the sacred duty of benevolence toward the survivors of the War and those dependent upon them.,United Daughters of the Confederacy
153874,"Award for full-time undergraduate student who is a descendant of a Confederate soldier, sailor or marine. Must be from Alabama, Florida, Georgia, South Carolina, Tennessee or Virginia. Recipient must be enrolled in an accredited college or university and studying history and literature. Must be a member or former member of the Children of the Confederacy. Minimum 3.0 GPA required.",Helen James Brewer Scholarship,The organization mission is to assist descendants of worthy Confederates in securing a proper education and to fulfill the sacred duty of benevolence toward the survivors of the War and those dependent upon them.,United Daughters of the Confederacy
153875,Award for full-time undergraduate students from Alabama who are descendants of a Confederate soldier. Must be enrolled in an accredited college or university in Alabama. Minimum 3.0 GPA required. Submit letter of endorsement from sponsoring chapter of the United Daughters of the Confederacy.,Lola B. Curry Scholarship,The organization mission is to assist descendants of worthy Confederates in securing a proper education and to fulfill the sacred duty of benevolence toward the survivors of the War and those dependent upon them.,United Daughters of the Confederacy
153876,"Award for full-time undergraduate students who are descendants of a Confederate soldier, enrolled in an accredited college or university. Recipient must be, or have been until age of 18, a participating member of the Children of the Confederacy and approved by the Third Vice President General. Minimum 3.0 GPA required.",Winnie Davis-Children of the Confederacy Scholarship,The organization mission is to assist descendants of worthy Confederates in securing a proper education and to fulfill the sacred duty of benevolence toward the survivors of the War and those dependent upon them.,United Daughters of the Confederacy
153877,"Award for full-time undergraduate students who are descendants of a Confederate soldier, studying at an accredited college or university. Must have been a member of the Children of the Confederacy for a minimum of three years. Minimum 3.0 GPA required.",Elizabeth and Wallace Kingsbury Scholarship,The organization mission is to assist descendants of worthy Confederates in securing a proper education and to fulfill the sacred duty of benevolence toward the survivors of the War and those dependent upon them.,United Daughters of the Confederacy
153878,"Award for full-time undergraduate students who are descendants of a Confederate soldier, enrolled in a school of nursing. Must be enrolled in an accredited college or university and have a minimum 3.0 GPA. Submit letter of endorsement from sponsoring Chapter of the United Daughters of the Confederacy.",Phoebe Pember Memorial Scholarship,The organization mission is to assist descendants of worthy Confederates in securing a proper education and to fulfill the sacred duty of benevolence toward the survivors of the War and those dependent upon them.,United Daughters of the Confederacy
153879,"Award for full-time graduate students who are descendants of a Confederate soldier, studying in the field of nursing. Must be enrolled at accredited college or university and have a minimum 3.0 GPA. Submit letter of endorsement from sponsoring chapter of the United Daughters of the Confederacy.",Ship Island-Mrs. J.O. Jones Memorial Scholarship,The organization mission is to assist descendants of worthy Confederates in securing a proper education and to fulfill the sacred duty of benevolence toward the survivors of the War and those dependent upon them.,United Daughters of the Confederacy
153880,"Award for full-time female undergraduate students who are descendant of a Confederate soldier, studying nutrition, home economics, nursing, business administration, or computer science in accredited college or university. Minimum 3.0 GPA required. Submit application and letter of endorsement from sponsoring chapter of the United Daughters of the Confederacy.",Walter Reed Smith Scholarship,The organization mission is to assist descendants of worthy Confederates in securing a proper education and to fulfill the sacred duty of benevolence toward the survivors of the War and those dependent upon them.,United Daughters of the Confederacy
153928,"A need-based grant to assist with mandatory fees and non-state supported tuition. This supplemental award is available to Massachusetts residents, who are undergraduates at public two-year, four-year colleges and universities in Massachusetts. Must file FAFSA before May 1. Contact college financial aid office for information.",Massachusetts Cash Grant Program,"The mission of organization is to promote and enhance access to higher education by delivering quality student financial aid information and services to residents of the Commonwealth, and thus ensuring that they have an opportunity to enrich their lives and contribute to the economic development and social progress of the state.",Massachusetts Office of Student Financial Assistance
153934,"College scholarship (district level) for young people through grade twelve in the U.S. and Canada, to CEGEP in Quebec and grade thirteen in the Caribbean. Students interested in participating must submit the results of an audiogram conducted no longer than twenty four months prior to the date of the contest from a qualified audiologist. Students must be certified to have a hearing loss of forty decibels or more and supported by the audiogram to be eligible to compete. Students attending either public school or schools providing special services are eligible to enter if criteria are met.",Communication Contest for the Deaf and Hard of Hearing,"Clubs conduct positive service projects aimed at providing a helping hand to youth. Club members are best known in their communities for their upbeat attitudes, and club volunteers continually make this world a better place to live.",Optimist International Foundation
153935,"Contest for youth to gain experience in public speaking and to provide them with the opportunity to compete for college scholarships. The contest is open to youth under the age of 19 before graduating high school or the equivalent. Students must first compete at the Club level. Club winners are then entered into the Zone contest and those winners compete in the District contest. District winners are awarded scholarships. District winners will be able to compete in a Regional Contest then be able to compete in the World Championships at St. Louis University in St. Louis, Missouri USA.",Optimist International Oratorical Contest,"Clubs conduct positive service projects aimed at providing a helping hand to youth. Club members are best known in their communities for their upbeat attitudes, and club volunteers continually make this world a better place to live.",Optimist International Foundation
153936,Essay contest for youth under the age of 19 who have not graduated high school or its equivalent. U.S. students attending school on a military installation outside the United States are eligible to enter in their last U.S. home of record. Club winners advance to the District contest to compete for a college scholarship.,Optimist International Essay Contest,"Clubs conduct positive service projects aimed at providing a helping hand to youth. Club members are best known in their communities for their upbeat attitudes, and club volunteers continually make this world a better place to live.",Optimist International Foundation
153942,"Female students with leadership experience on and off campus, excellence in field of study, and inspiring goals can apply for this competition. Winners will be awarded $3000 along with a trip to New York City. Must be a junior studying full-time with a minimum GPA of 3.0. in either the United States or Canada. Non-U.S. citizens may apply if attending U.S. postsecondary institutions.",Top 10 College Women Competition,"A magazine featuring articles on health, beauty, fashion, fitness, relationships, and issues affecting women.",Glamour
153943,"Award provides assistance to Arkansas residents pursuing professional degrees in dentistry, optometry, veterinary medicine, podiatry, chiropractic medicine, or osteopathic medicine at out-of-state, accredited institutions (programs that are unavailable in Arkansas).",Arkansas Health Education Grant Program (ARHEG),Organization serves as the administrative staff for the Arkansas Higher Education Coordinating Board. It reviews and approves academic programs and administers statewide financial aid programs and contracts with the Southern Regional Education Board.,Arkansas Department of Higher Education
153946,"Scholarship for a New England high school senior, who has made a meaningful contribution to animal protection over a significant amount of time. Passive liking of animals or the desire to enter an animal care field does not justify the award.",Shaw-Worth Memorial Scholarship,"A nonprofit organization devoted to making the world safe for animals through legal, educational, legislative, and investigative means.",Humane Society of the United States
153947,Scholarships for post-secondary students between ages 16 and 29 to attend Virginia state-supported institutions. Must be child or surviving spouse of veteran who has either been permanently or totally disabled due to war or other armed conflict; died as a result of war or other armed conflict; or been listed as a POW or MIA. Parent must also meet Virginia residency requirements.,Virginia Military Survivors and Dependents Education Program,"The organization provides tuition and required fees assistance to dependents and survivors of veterans, allowing them to attend college or further their education.",Virginia Department of Veterans Services
153949,"One-time competitive research travel grant awarded to fund graduate and postgraduate researchers' travel to West Branch, Iowa to conduct research in the archives of the Herbert Hoover Presidential Library. Applicant may apply twice in a five year period.",Hoover Presidential Foundation Research Travel Grant,"The Hoover Presidential Foundation promotes and supports the Herbert Hoover Presidential Library-Museum, National Historic Site, and programs that relate to and enhance the understanding of Herbert Hoover as president and humanitarian.",Hoover Presidential Foundation
153956,"A one-time $1000 scholarship for students who are in financial need and who have been accepted or are currently enrolled in an accredited school of nursing. A letter of acceptance into the nursing program or the transcript stating that the applicant is in the nursing program must be enclosed with the application. Preference will be given to candidates from the Lowell, Massachusetts area.",National Society Daughters of the American Revolution Mildred Nutting Nursing Scholarship,"A lineage society and volunteer women's service organization that is dedicated to promoting patriotism, preserving American history, and securing America's future through better education for children. Awards scholarships to students showing dedication to the pursuit of an undergraduate degree in one of the following areas: history, political science, economics, government, law, business, education, nursing, and more.",National Society Daughters of the American Revolution
153958,Applicant must be an Indiana resident majoring in a criminal justice/law enforcement field at an Indiana college or university. Must be a member or dependent child or grandchild of a member of the association. Must be a full-time student with at least 12 credit hours.,Indiana Sheriffs' Association Scholarship Program,"Association provides training, education, and technical support to all ninety two county sheriffs' offices.",Indiana Sheriffs' Association
153960,"Award for full-time students attending West Virginia institutions, pursuing a degree in engineering, science, or technology. Must be a resident of West Virginia. Must have a 3.0 GPA, and after graduation, must work in the fields of engineering, science, or technology in West Virginia one year for each year the award was received or be willing to repay the award.","West Virginia Engineering, Science and Technology Scholarship Program",Serves as the state-level higher education agency for numerous statewide programs and activities.,West Virginia Higher Education Policy Commission-Student Services
153961,"Scholarships to high school seniors planning to enroll in a full-time course of study at an accredited vocational/technical school, college or university. A smaller number of awards are available to currently enrolled undergraduates. Most awards require the applicant be an FFA member. Some awards are available to non-members.",National FFA Collegiate Scholarship Program,"The organization helps students develop their potential for premier leadership, personal growth and career success through agricultural education.",National FFA Organization
153962,Available to Wyoming residents who are first-generation Americans. Must be between 18 and 22 years old. Must be used at any Wyoming public institution of higher education for study in freshman year.,Douvas Memorial Scholarship,Organization promotes educational services through grants and scholarships in addition to providing consultative services aimed at increasing student achievement.,Wyoming Department of Education
153968,"One-time award to Texas resident enrolled as a graduate student. Must demonstrate financial need and intend to work in Texas after completing graduate studies. Only the Deans of colleges of public affairs, public service and public administration at eligible college or universities may submit applications for two students per year to the Texas Higher Education Coordinating Board.",Kenneth H. Ashworth Fellowship Program,A state education agency that administers a variety of financial aid programs through the financial aid offices at universities and colleges in Texas.,Texas Higher Education Coordinating Board
153992,"Fellowship provides $9000 for one three-to-six month period of research. This fellowship is primarily intended to support field/research in ancient Mesopotamian civilization carried out in the Middle East, but other research projects such as museum or archival research related to ancient Mesopotamian studies may also be considered. Predoctoral students and postdoctoral scholars from any country are invited to apply.",Mesopotamian Fellowship,"The organization's aim is to initiate, encourage, and support research information and public understanding of the people and cultures of the Near East from earliest times to the present.",American Schools of Oriental Research (ASOR)
154003,"Grants for members, children, stepchildren, grandchildren, siblings, or dependents of members in good standing of a Pennsylvania Masonic Lodge, or members in good standing of a PA Masonic-sponsored youth group. Applicants must be high school graduates or high school seniors pursuing a college education. Minimum GPA 3.0. Proof of relationship to a member of a Lodge under the jurisdiction of the Right Worshipful Grand Lodge of Free and Accepted Masons of PA is required, or proof of membership in one of the youth groups it sponsors.",Pennsylvania Masonic Youth Foundation Educational Endowment Fund Scholarships,"Youth outreach program of the Grand Lodge of Masons of Pennsylvania. It provides programs and encourages Masonic Lodges to work with local youth groups by providing opportunities for social and civic service, scholarships, and leadership experiences.",Pennsylvania Masonic Youth Foundation
154020,"Award provides $90,000 per year for three years (total $270,000) to young investigators, instructors, research associates, or equivalents working toward independent careers in gastroenterology, hepatology or related areas. Applicants must hold full-time faculty positions at U.S. or Canadian universities or professional institutes at the time of issuing the application. Candidates research must be conducted at a North American institution. Must be a member of AGA.",Research Scholar Awards,"Professional society representing gastroenterologists and hepatologists. Promotes research and public education in the prevention, diagnosis, treatment and cure of digestive diseases.",AGA Research Foundation
154025,"Award of $25,000 offered to investigators to support pilot research projects in gastroenterology or hepatology-related areas. Provides non-salary funds for new investigators and supports pilot projects that represent new research directions for established investigators. Must possess a MD or PhD degree or an equivalent and hold faculty positions at accredited U.S. or Canadian institutions.",AGA-Elsevier Pilot Research Award,"Professional society representing gastroenterologists and hepatologists. Promotes research and public education in the prevention, diagnosis, treatment and cure of digestive diseases.",AGA Research Foundation
154027,"This award provides $50,000 per year for two years (total $100,000) to an established investigator working on novel approaches in gastric cancer research. Candidates for this award must hold a full-time faculty position at an accredited North American institution and must be established as an independent investigator in the field of gastric biology. Research must be conducted at a North American institution. AGA membership is required at the time of application submission. The recipient will be selected based on novelty, feasibility, and significance of the proposal. Preference will be given to novel approaches.",R. Robert & Sally Funderburg Research Award in Gastric Cancer,"Professional society representing gastroenterologists and hepatologists. Promotes research and public education in the prevention, diagnosis, treatment and cure of digestive diseases.",AGA Research Foundation
154029,Scholarship for nurses currently enrolled full-time in a nursing program who are members of NBNA. Applicant must have at least one full year of school remaining.,Mayo Foundations Scholarship,Nonprofit organization committed to excellence in education and conducts continuing education programs for nurses and allied health professionals throughout the year. The association provides annual scholarships for students.,National Black Nurses Association Inc.
154031,Scholarship for nurses currently enrolled in a nursing program who are active members of NBNA. Must have at least one full year of school remaining.,Kaiser Permanente School of Anesthesia Scholarship,Nonprofit organization committed to excellence in education and conducts continuing education programs for nurses and allied health professionals throughout the year. The association provides annual scholarships for students.,National Black Nurses Association Inc.
154033,Scholarship for nurses currently enrolled in a nursing program who are members of NBNA. Applicant must have at least one full year of school remaining.,Dr. Hilda Richards Scholarship,Nonprofit organization committed to excellence in education and conducts continuing education programs for nurses and allied health professionals throughout the year. The association provides annual scholarships for students.,National Black Nurses Association Inc.
154067,"Award available to Italian-American students who have outstanding potential and high academic achievements. Minimum 3.5 GPA required. Must be a U.S. citizen and be enrolled in an accredited institution of higher education. Application can only be submitted online. For further information, deadlines, and online application visit web site http://www.niaf.org/scholarships/index.asp.",National Italian American Foundation Category I Scholarship,A nonprofit organization dedicated to preserving and promoting the heritage and culture of Americans of Italian descent.,National Italian American Foundation
154068,"Award available to students majoring or minoring in Italian language, Italian Studies, Italian-American Studies or a related field who have outstanding potential and high academic achievements. Minimum 3.5 GPA required. Must be a U.S. citizen and be enrolled in an accredited institution of higher education. Application can only be submitted online. For further information, deadlines, and online application visit web site http://www.niaf.org/scholarships/index.asp.",National Italian American Foundation Category II Scholarship,A nonprofit organization dedicated to preserving and promoting the heritage and culture of Americans of Italian descent.,National Italian American Foundation
154074,"Scholarships are awarded to full-time degree students of Canadian or U.S. colleges, sophomore/2nd year and higher, for the pursuit of summer courses at universities in Germany. It is open to applicants of any major but there is a prerequisite of at least two years of college-level German (B1) or the equivalent German language fluency. Courses are three to four weeks in duration, take place at many locations in Germany (universities), are taught in German, and topics include German language, literature, current affairs, political science, history, culture, arts, film and media, economics, linguistics, law, translation and interpretation, and test prep for German language proficiency examinations. Accommodations are arranged by the host institution.",DAAD University Summer Course Grant,"German national agency for the support of international academic cooperation. Offers programs and funding for students, faculty, researchers, and others in higher education; and provides financial support to over 120,000 individuals per year.",German Academic Exchange Service (DAAD)
154075,Students seeking their first degree in architecture from an NAAB accredited school within the State of New York are eligible. The Dean or Chair of the architectural school shall nominate up to three students from their respective college or university to apply. Nominated students will have a high level of academic performance and evidence of financial need. The financial need of each student shall be determined by the guidelines of the Financial Aid Officer of the school nominating the candidate. Students need not be U.S. citizens.,"Center for Architecture, Women's Auxiliary Eleanor Allwork Scholarship","The mission of the Center for Architecture is to educate a broad audience about the built environment and the value of contemporary architectural practice in urban life. Through informative exhibitions, timely public programs and design education experiences for K-12 students and families, the Center reveals the transformative power of architecture and serves as a vital place of dialogue and collaboration for building professionals and the general public.",Center for Architecture
154077,One-time award to students of Greek/Hellenic descent. Must be between the ages of 17 and 25. For use in any year of undergraduate education. Employees of the Hellenic Times and their families are not eligible.,Hellenic Times Scholarship Fund,"The committee provides financial assistance to students of Hellenic origin. The funds for the scholarships awarded are principally raised through the journal, raffle and the generosity of members of the community and corporations who purchase tables and make donations.",Hellenic Times Scholarship Fund
154078,One-time scholarship for students enrolled in an accredited four-year institution. Must be enrolled as an undergraduate or graduate student and maintain a 3.0 GPA. Must major in print journalism. Must be a member of NABJ. Scholarship value and the number of awards granted annually varies.,Gerald Boyd/Robin Stone Non-Sustaining Scholarship,"Organization's mission is to strengthen ties among African-American journalists, promote diversity in newsrooms, and honor excellence in the media industry.",National Association of Black Journalists
154079,Program is designed to encourage part-time undergraduates to start and complete their associate or baccalaureate degrees or certificates by subsidizing part-time tuition costs. It is a term-based award that is based on need. State residency requirements must be met and a FAFSA must be filed. Eligibility is determined at the institutional level subject to approval by SSACI.,Part-Time Grant Program,"Created in 1971 by an act of the General Assembly and signed into law by then Governor Edgar Whitcomb, the Indiana Commission for Higher Education is now in its fourth decade of service to the State of Indiana. The Commission is a fourteen-member public body created to: Define the educational missions of public colleges and universities; Plan and to coordinate Indiana's state-supported system of post-high school education, taking into account the plans and interests of independent colleges and universities; Review both operating budget and capital budget appropriation requests from public institutions; Approve or disapprove for public institutions the establishment of any new branches, campuses, extension centers, colleges or schools; Approve or disapprove for public institutions the offering of any additional associate, baccalaureate or graduate degree or certificate program of two semesters or more in duration; Review all programs of public institutions and make recommendations to the governing board of the institution, the Governor, and the General Assembly concerning the funding and the disposition of these programs; and Distribute student financial aid from state aid programs.",Indiana Commission for Higher Education
154083,Award recognizing the outstanding achievements of a chemical engineering student who serves as a role model for minority students. Offers $1000 award and $500 travel allowance to attend AICHE meeting. Must be nominated.,Minority Affairs Committee Award for Outstanding Scholastic Achievement,"Organization for chemical engineering professionals, with more than 40,000 members from ninety-three countries. Mission is to promote excellence in chemical engineering education and global practice.",American Institute of Chemical Engineers
154084,Award for college undergraduates who are studying chemical engineering. Must be a member of a minority group that is underrepresented in chemical engineering. Must be an AICHE national student member at the time of application. Recipients of this scholarship are eligible to reapply.,Minority Scholarship Awards for College Students,"Organization for chemical engineering professionals, with more than 40,000 members from ninety-three countries. Mission is to promote excellence in chemical engineering education and global practice.",American Institute of Chemical Engineers
154085,Up to ten awards of $1000 for high school graduates who are members of a minority group that is underrepresented in chemical engineering. Students must be high school seniors planning to enroll during the next academic year in a four-year college or university offering a science/engineering degree.,Minority Scholarship Awards for Incoming College Freshmen,"Organization for chemical engineering professionals, with more than 40,000 members from ninety-three countries. Mission is to promote excellence in chemical engineering education and global practice.",American Institute of Chemical Engineers
154086,"Three cash prizes for student contest problem that typifies a real, working, chemical engineering design situation. Competition statements are distributed online to student chapter advisors and department heads.",National Student Design Competition-Individual,"Organization for chemical engineering professionals, with more than 40,000 members from ninety-three countries. Mission is to promote excellence in chemical engineering education and global practice.",American Institute of Chemical Engineers
154087,"First place winners from each of the nine regional student paper competitions present their prize-winning papers during the American Institute of Chemical Engineers meeting held in the current calendar year. First prize is $500, second prize is $300, and third prize is $200.",National Student Paper Competition,"Organization for chemical engineering professionals, with more than 40,000 members from ninety-three countries. Mission is to promote excellence in chemical engineering education and global practice.",American Institute of Chemical Engineers
154088,"Students present technical papers at the student regional conferences which are held during spring. Deadlines for regional conferences vary. First prize is $200, second prize is $100, and third prize is $50. First place winner from each region present their paper at the regional competition.",Regional Student Paper Competition,"Organization for chemical engineering professionals, with more than 40,000 members from ninety-three countries. Mission is to promote excellence in chemical engineering education and global practice.",American Institute of Chemical Engineers
154089,Three cash prizes awarded recognizing the best graduate student papers on environmental protection through chemical engineering. Graduate student must be the primary author and must be a member of the American Institute of Chemical Engineers at the time the paper is submitted. Paper must describe original research and be suitable for publication in a refereed journal.,Environmental Division Graduate Student Paper Award,"Organization for chemical engineering professionals, with more than 40,000 members from ninety-three countries. Mission is to promote excellence in chemical engineering education and global practice.",American Institute of Chemical Engineers
154090,"Cash prizes awarded to full-time undergraduate students who prepare the best original papers based on the results of research or an investigation related to the environment. The work must be performed during the student's undergraduate enrollment, and the paper must be submitted prior to or within six months of graduation. Student must be the sole author of the paper, but faculty guidance is encouraged. Student must be a member of the American Institute of Chemical Engineers Student Chapter.",Environmental Division Undergraduate Student Paper Award,"Organization for chemical engineering professionals, with more than 40,000 members from ninety-three countries. Mission is to promote excellence in chemical engineering education and global practice.",American Institute of Chemical Engineers
154095,Student must be sponsored by a local VFW Post. Student submits a three to five minute audio essay on a contest theme (changes each year). Open to high school students (9th to 12th grade). Award available for all levels of postsecondary study in an American institution. Open to permanent U.S. residents only. Competition starts at local level. No entries are to be submitted to the National Headquarters. Visit web site https://www.vfw.org/VOD/ for more information.,Voice of Democracy Program,A nonprofit veterans service organization (National Headquarters) develops programs that makes the greatest impact on the lives of those we serve and honor.,Veterans of Foreign Wars of the United States
154104,"Applicant must be attending a college or university located in Minnesota. Must have a parent or legal guardian, who has held a one year membership in a local union which is an affiliate of the Minnesota AFL-CIO. Winners are selected by lot. Academic eligibility based on a straight ""B"" average or better. See web site http://www.mnaflcio.org for information and application.",Minnesota AFL-CIO Scholarships,Minnesota affiliated labor organizations sharing a common voice and agenda for the future of its members.,Minnesota AFL-CIO
