ID,BATCH,FILL00,COMMENTS,DESC1,DESC2,DESC3,DESC4,CNAME1,CNAME2,FILL01,CADDR,CCITY,CST,CZIP,CZIP2,FILL02,M-STUD1,M-STUD2,M-STUD3,M-STUD4,M-STUD5,M-STUD6,M-STUD7,M-STUD8,M-STUD9,M-STUD10,M-STUD11,M-STUD12,SFUND,FILL03,LOAWDS,HIAWDS,SDONOR,PCTAWD,LOAMNT,HIAMNT,FILL05,APDLMO,APDLDA,FILL06,APPLAPPL,APPLTRAN,APPLAUTO,APPLTEST,APPLINTE,APPLFINE,APPLESSA,APPLREFS,APPLSPEC,APPLCOMC,APPLFEE,CONTNAME,CONTNAM2,CONTNAM3,CONTADDR,CONTCITY,CONTST,CONTZIP1,CONTZIP2,CONTAREA,CONTEXCH,CONTLINE,CONTEXT,PUBFUND1,PUBFUND2,PUBDONR1,PUBDONR2,APPLHS,APPLHSN,FILL07,SCHOL,LOAN,FILL08,RENYES,RENNO,MALE,FEMALE,MAR,SIN,AU17,A18,A1920,A21,A2224,A25,A2630,A3134,A35,UHALF,UTHIRD,UFOURTH,FRESH,SOPH,JUNIOR,SENIOR,GSTU,TWOYR,FOURYR,TRTECH,BLIND,DEAF,PHYS,INDESK,ASIAN,BLACK,HISP,ANYSVC,AF,ARMY,NAVY,MARINES,CG,KD,STUD1,STUD2,STUD3,STUD4,STUD5,STUD6,STUD7,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,REL1,REL2,REL3,ETH1,ETH2,ETH3,ETH4,ETH5,EMP1,EMP2,EMP3,TAL1,TAL2,TAL3,CVC1,CVC2,CVC3,SUP,UPDYR,UPDMO,UPDDA,ANY-YR,PUB,PRIZE,INTERN,HS-YES,HS-NO,SASE,STUD8,STUD9,STUD10,STUD11,STUD12,TAL4,TAL5,CON-NO,FEE-NO,CONTESTN,APPLFEEN,ST11,ST12,ST13,ST14,ST15,CONTFAC,CONTFEX,CONTFLIN,CONTFEXT,SVLOGMO,SVLOGDA,SVLOGYR,SRC1,SRC2,SRC3,SRC4,NUMAWD,TOTALAWD,CORPCD,AIRNG,ARMYNG,NAVYNG,MARINENG,DESC5,LEARN,DONDES1,DONDES2,DONDES3,DONDES4,FEEAMT,AWARD-NON-US,SR-ST1,SR-ST2,SR-ST3,SR-ST4,SR-ST5,SR-ST6,SR-ST7,SR-ST8,SR-ST9,SR-ST10,SR-ST11,SR-ST12,SR-ST13,SR-ST14,SR-ST15,SPONSOR-URL,CONTACT-EMAIL,SRC1-Y,SRC1-N,FT_ONLY,PT_ONLY,FT_PT
165594,,,,Candidates must be of Italian heritage and reside in th,e home state of an active UNICO Chapter. Applications may be," acquired from and submitted through a State Chapter, the Di",strict Governor or the UNICO National Office. Scholarship is,,,,,,,,,,,,,,,,,,,,,,Major Don S. Gentile Scholarship,,1,,,,1500,,,4,15,,X,,,,,X,X,,,,,,,,,,,,,,,,,Major Don S. Gentile Scholarship,,UNICO Foundation Inc.,,X,,,X,,,X,,,,,,,,,,,,,,,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,available to a graduating high school senior.  Application,,UNICO National is an Italian American service organization.," Members work to support and assist charitable, scientific,",cultural and educational projects; to promote members' int,"erest in public welfare and to cooperate in civic, social a",,,,,,,,,,,,,,,,,,www.unico.org/,,,X,X,,
165595,,,,Candidates must be of Italian heritage and reside in th,e home state of an active UNICO Chapter. Applications may be," acquired from and submitted through a State Chapter, the Di",strict Governor or the UNICO National Office. Scholarship is,,,,,,,,,,,,,,,,,,,,,,Theodore Mazza Scholarship,,1,,,,1500,,,4,15,,X,,,,,X,X,,,,,,,,,,,,,,,,,Theodore Mazza Scholarship,,UNICO Foundation Inc.,,X,,,X,,,X,,,,,,,,,,,,,,,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,available to a graduating high school senior.  Application,,UNICO National is an Italian American service organization.," Members work to support and assist charitable, scientific,",cultural and educational projects; to promote members' int,"erest in public welfare and to cooperate in civic, social a",,,,,,,,,,,,,,,,,,www.unico.org/,,,X,X,,
165596,,,,Candidates must be of Italian heritage and reside in th,e home state of an active UNICO Chapter. Applications may be," acquired from and submitted through a State Chapter, the Di",strict Governor or the UNICO National Office. Scholarship is,,,,,,,,,,,,,,,,,,,,,,William C. Davini Scholarship,,1,,,,1500,,,4,15,,X,,,,,X,X,,,,,,,,,,,,,,,,,William C. Davini Scholarship,,UNICO Foundation Inc.,,X,,,X,,,X,,,,,,,,,,,,,,,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,available to a graduating high school senior.  Application,,UNICO National is an Italian American service organization.," Members work to support and assist charitable, scientific,",cultural and educational projects; to promote members' int,"erest in public welfare and to cooperate in civic, social a",,,,,,,,,,,,,,,,,,www.unico.org/,,,X,X,,
165597,,,,Becky Burrows Memorial Scholarship are for graduate or,"undergraduate students who are re-entering the job market, b","eginning ""second careers, "" or seeking to improve their prof",essional skills for their current occupation by continuing t,,,,,,,,,,1,,,,,,,,,,,,Becky Burrows Memorial Scholarship,,1,5,,,500,1000,,3,15,,X,,,,,X,,,,,,,,,,,,,,,,,,Becky Burrows Memorial Scholarship,,Pilot International Foundation,,,X,,X,,,,X,,,,,,,,,,,,,,,,X,X,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,heir education in that field. Student must pursue courses of,,The mission of Pilot International is:to influence positive," change in communities throughout the world.To do this, we:",come together in friendship and give people an outlet for s,ervice.We focus on:preparing youth and young adults for ser,,,1,,,,,,,,,,,,,,,www.pilotinternational.org/,,,X,,,X
165598,,,,The Pilot International Scholarship was established in,1988 to provide financial Assistance to undergraduate studen,ts preparing for a career working with youth leadership and,"development, helping people with brain safety or fitness, or",,,,,,,,,,HM,NU,PL,SE,TH,,,,,,,,,,5,10,,,500,1500,,3,15,,X,,,,,X,,,,,,,,,,,,,,,,,,Pilot International Scholarship,,Pilot International Foundation,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,caring for families during times of need.  Scholarships are,,The mission of Pilot International is:to influence positive," change in communities throughout the world.To do this, we:",come together in friendship and give people an outlet for s,ervice.We focus on:preparing youth and young adults for ser,,,,,,,,,,,,,,,,,,www.pilotinternational.org/,,,X,,,X
165599,,,,Ruby Newhall Memorial Scholarship are for students from,outside the United States pursuing a degree in either the U,S or Canada. The field of study must be of a nature that it,improves the quality of life for the community in the studen,,,,,,,,,,HM,NU,PB,PL,SE,SS,TH,,,,,,,,5,10,,,1500,,,3,15,,X,,,,,X,,,,,,,,,,,,,,,,,,Ruby Newhall Memorial Scholarship,,Pilot International Foundation,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,t's home country. An applicant for the Ruby Newhall Memorial,,The mission of Pilot International is:to influence positive," change in communities throughout the world.To do this, we:",come together in friendship and give people an outlet for s,ervice.We focus on:preparing youth and young adults for ser,,,,,,,,,,,,,,,,,,www.pilotinternational.org/,,,X,,,X
165601,,,,Applicant must attend an Illinois university approved b,y the Accreditation Board of Engineering. Applicant must be,"at least a junior in university he or she attends, and must",prove financial need. Essay must address why applicant wishe,,,,,,,,,,ET,,,,,,,,,,,,Amstutz Memorial Award,,1,,,,1500,,,3,31,,X,X,,,,X,X,X,,,,,,,,,,,,,,,,Illinois Society of Professional Engineers/Melvin E. Amstutz Memorial Award,,Illinois Society of Professional Engineers,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,1500,,,,,,s to become a professional engineer. Must have a B average.,,"The Society established in 1886, is a professional associat","ion representing the interests of over 2,500 engineer membe",rs from all fields of practice.,,,,IL,,,,,,,,,,,,,,,www.illinoisengineer.com/,,,X,X,,
165603,,,,Award's purpose is to train young spokespersons in the,beef industry. Applicant must be fully prepared to answer qu,estions and debate focusing on topic related to beef consump,"tion and distribution, as well as social factors related to",,,,,,,,,,MK,,,,,,,,,,,,CBAP,,5,,,,2000,,,12,31,,X,,,,,,,,,,,,,,,,,,,,,,,Collegiate Beef Advocacy Program,,American National Cattle Women Inc.,,,X,,X,,,,X,,,,X,,,,,,,,,,X,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,AG,FO,FR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"the industry. The prize value is $2,000. Details and tools f",,Organization mission is to promote and support the industry,", and encourage women involved in beef and related agribusi","ness. Offers leadership development, education, volunteer o","pportunities, national programs, and participates in the st",,,1,,,,,,,,,,,,,,,https://ancw.org,,,X,X,,
165607,,,,Undergraduate fellowships available for college juniors,and seniors. Must attend a summer internship between junior,and senior year. Fellowships may only be used at historical,"ly black colleges and universities, Hispanic sensitive insti",,,,,,,,,,BI,ER,ET,EV,,,,,,,,,EPA Research Undergrad Fellowship,,,15,,,,17000,,12,1,,X,X,,,,,,X,X,,,,,,,,,,,,,,,EPA/GRO Undergraduate Fellowships,,United States Environmental Protection Agency,,,X,,,,,X,,,,,,,,,,,,,,,,X,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"tutions, and tribal colleges. For more details see web site",,The organization helps to advance and support education eff,orts that develop an environmentally conscious and responsi,ble public and inspire personal responsibility in caring fo,r the environment.,,,,,,,,,,,,,,,,,,www.epa.gov/enviroed,,X,,X,,
165722,,,,Four $500 awards for students in good academic standing,in a court reporting program. Students are required to writ,e 120 to 200 words/min.,,,,,,,,,,,LS,,,,,,,,,,,,Student Mem. Tuition Grant,,4,,,,500,,,5,31,,X,,,,,,,,,,,,,,,,,,,,,,,Student Member Tuition Grant,,National Court Reporters Association,,,X,,,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"The organization aims to encourage charitable activities, c","onduct research, develop alliances, promote education and p",reserve the heritage of court reporting.,,,,,,,,,,,,,,,,,,,ncra.org,,,X,,,X
165723,,,,One-time award for an African American student pursuing,an undergraduate degree in astronomy/physics.,,,,,,,,,,,,PS,,,,,,,,,,,,Harvey Washington Banks Schol.,,1,,,,1000,,,1,12,,X,X,,,,,X,X,,,,,,,,,,,,,,,,Harvey Washington Banks Scholarship in Astronomy,,National Society of Black Physicists,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,The organization is devoted to the African-American physics," community. Among its many activities, NSBP has named Scien","ce Ambassadors to give lectures to elementary, middle, high"," school, and university students encouraging them to pursue",,,,,,,,,,,,,,,,,,www.nsbp.org/,,,X,X,,
165724,,,,One-time award for an African American undergraduate st,udent majoring in space science/physics.,,,,,,,,,,,,PS,,,,,,,,,,,,Michael P. Anderson Schol.,,1,,,,1000,,,1,12,,X,X,,,,,X,X,,,,,,,,,,,,,,,,Michael P. Anderson Scholarship in Space Science,,National Society of Black Physicists,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,The organization is devoted to the African-American physics," community. Among its many activities, NSBP has named Scien","ce Ambassadors to give lectures to elementary, middle, high"," school, and university students encouraging them to pursue",,,,,,,,,,,,,,,,,,www.nsbp.org/,,,X,X,,
165725,,,,Scholarships are intended for African American undergra,duate physics majors. Applicants should be either sophomores,or juniors. Award for use in junior or senior year of study,.,,,,,,,,,,PS,,,,,,,,,,,,"Moore, Morrison, and Walker Schol.",,3,,,,1000,,,1,12,,X,X,,,,,X,X,,,,,,,,,,,,,,,,"Willie Hobbs Moore, Harry L. Morrison, and Arthur B.C. Walker Physics Scholarships",,National Society of Black Physicists,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,X,X,X,,X,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,The organization is devoted to the African-American physics," community. Among its many activities, NSBP has named Scien","ce Ambassadors to give lectures to elementary, middle, high"," school, and university students encouraging them to pursue",,,,,,,,,,,,,,,,,,www.nsbp.org/,,,X,X,,
165726,,,,Scholarship for a graduating high school senior or unde,rgraduate student enrolled in a physics major. Scholarship r,enewable up to four years if student maintains a 3.0 GPA and,remains a physics major.,,,,,,,,,,PS,,,,,,,,,,,,NSBP/LLNL Undergraduate Schol.,,1,,,,5000,,,12,1,,X,X,,,,,X,X,,,,,,,,,,,,,,,,National Society of Black Physicists and Lawrence Livermore National Library Undergraduate Scholarship,,National Society of Black Physicists,,,X,,X,,,X,,,,,,,,,,,,,,,,X,,X,X,X,X,,X,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,The organization is devoted to the African-American physics," community. Among its many activities, NSBP has named Scien","ce Ambassadors to give lectures to elementary, middle, high"," school, and university students encouraging them to pursue",,,,,,,,,,,,,,,,,,www.nsbp.org/,,,X,X,,
165727,,,,One-time award for African American undergraduate stude,nt majoring in physics. Must be U.S. citizen.,,,,,,,,,,,,PS,,,,,,,,,,,,Ronald E. McNair Schol.,,1,,,,1000,,,1,12,,X,X,,,,,X,X,,,,,,,,,,,,,,,,Ronald E. McNair Scholarship in Space and Optical Physics,,National Society of Black Physicists,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,The organization is devoted to the African-American physics," community. Among its many activities, NSBP has named Scien","ce Ambassadors to give lectures to elementary, middle, high"," school, and university students encouraging them to pursue",,,,,,,,,,,,,,,,,,www.nsbp.org/,,,X,X,,
165728,,,,One-time scholarship for African American full-time und,ergraduate student majoring in physics. Must be U.S. citizen,.,,,,,,,,,,,PS,,,,,,,,,,,,Walter Samuel McAfee Schol.,,1,,,,1000,,,1,12,,X,X,,,,,X,X,,,,,,,,,,,,,,,,Walter Samuel McAfee Scholarship in Space Physics,,National Society of Black Physicists,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,The organization is devoted to the African-American physics," community. Among its many activities, NSBP has named Scien","ce Ambassadors to give lectures to elementary, middle, high"," school, and university students encouraging them to pursue",,,,,,,,,,,,,,,,,,www.nsbp.org/,,,X,X,,
165730,,,,Scholarship to encourage and reward educational excelle,nce as well as to respond to the financial need demonstrated,by the surgical technology student and offer assistance to,those who seek a career in surgical technology. High school,,,,,,,,,,HM,,,,,,,,,,,,Foundation Student Scholarship,,,12,,,500,2000,,4,1,,X,X,,,,X,X,X,,,,,,,,,,,,,,,,Foundation Student Scholarship,,Association of Surgical Technologists,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,10,10500,,,,,,students also eligible to apply. Minimum GPA 3.2 is required,,The organization brings together surgical technologists and,other health care professionals in a common platform to pr,omote quality patient care.,,,,,,,,,,,,,,,,,,,www.ast.org/,,,X,X,,
165732,,,,AIEF provides tuition and books for American Indian stu,"dents. 200 undergraduate, 25 graduate scholarships.",,,,,,,,,,,,,,,,,,,,,,,,American Indian Ed. Found. Schol.,,200,,,,2000,,,4,4,,X,X,,,,,X,,X,,,,,,,,,,,,,,,American Indian Education Foundation Scholarship,,American Indian Education Foundation,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,225,450,,,,,,,,Foundation mission is to give Native American students the,"tools, resources, and opportunities to learn and succeed. B",y harnessing the power of knowledge these future leaders ca,n work to bring about positive changes in their own lives a,,,,,,,,,,,,,,,,,,www.aiefprograms.org/,,,X,,,X
165734,,,,Scholarships available annually to individuals who are,pursuing or enhancing their careers in travel. Must be U.S.,citizens or permanent legal residents of the United States o,r it's territories. Applicants must be a junior or senior at,,,,,,,,,,HY,TR,,,,,,,,,,,IATAN Scholarships,,10,20,,,1000,1000,,4,25,,X,X,,,,,X,X,,,,,,,,,,,,,,,,IATAN Ronald A Santana Scholarship,,International Airlines Travel Agent Network,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TT,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,20,20000,,,,,,a 2 or 4 year college or university located in the United S,,"The organization promotes professionalism, administers mean","ingful and impartial business standards, and provides cost-","effective products, services and educational programs that",benefit the travel industry.,,,,,,,,,,,,,,,,,,www.iatan.org/,,,X,,,X
165736,,,,Awards scholarship with conditional service commitment,for part-time students currently employed by participating E,CD facility or providing training in ECD for an approved org,"anization. For more information, visit web site http://www.k",,,,,,,,,,,,,,,,,,,,,,Early Childhood Development Scholarship,,500,800,,,100,1800,,C,,,X,,,,,,,,,,,,,,,,,,,,,,,Early Childhood Development Scholarship,,Kentucky Higher Education Assistance Authority (KHEAA),,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,750,950000,,,,,,heaa.com.,,"A public corporation, governmental agency and instrumentali",ty of the Commonwealth established to improve students' acc,ess to higher education. Administers several financial aid,programs and disseminates information about higher educatio,,,KY,,,,,,,,,,,,,,,www.kheaa.com/,,X,,,X,
165737,,,,Conversion loan or scholarship for Kentucky residents.,Provides up to $5000 per academic year to minority students,majoring in teacher education and pursuing initial teacher c,ertification. Must be repaid with interest if scholarship re,,,,,,,,,,ED,SE,,,,,,,,,,,MERRS,,200,300,,,100,5000,,,,,X,,,,,,,,,,,,,,,,,,,,,,,Minority Educator Recruitment and Retention Scholarship,,Kentucky Higher Education Assistance Authority (KHEAA),,,X,,,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,X,X,X,X,,,,,,,,,,,,,,,KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,250,977000,,,,,,quirements are not met.,,"A public corporation, governmental agency and instrumentali",ty of the Commonwealth established to improve students' acc,ess to higher education. Administers several financial aid,programs and disseminates information about higher educatio,,,KY,,,,,,,,,,,,,,,www.kheaa.com/,,X,,X,,
165738,,,,Scholarships are available for the post-high school edu,cational pursuits of the children of employees of direct ARA,member companies.,,,,,,,,,,,,,,,,,,,,,,,ARA Scholarship Fndn. Schol.,,,,,,,,,3,15,,X,X,,,,,,,X,,,,,,,,,,,,,,,Automotive Recyclers Association Scholarship Foundation Scholarship,,Automotive Recyclers Association Scholarship Foundation,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,41,41000,,,,,,,,An international trade association which has represented an,industry dedicated to the efficient removal and reuse of a,"utomotive parts, and the safe disposal of inoperable motor","vehicles, whose purpose is to promote education through the",,,,,,,,,,,,,,,,,,www.a-r-a.org/,,,X,X,,
165739,,,,Three (3) new $1000 college scholarships are available,in 2017 to any EAGA amputee member and/or a member of his or,her family. Amputee is define as one who has had the loss o,"f a limb at a major joint (i.e. Ankle , Wrist etc.) due to t",,,,,,,,,,,,,,,,,,,,,,Eastern Amputee Golf Association Scholarship Fund,,1,6,,,1000,,,7,1,,X,,,,,X,X,,,,X,,,,,,,,,,,,,Eastern Amputee Golf Association Scholarship Fund,,Eastern Amputee Golf Association,,,X,,X,,,X,,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20000,,,,,,rauma or congenital birth defect. Award recipients do not ne,,"A nonprofit, nonpartisan, and non-sectarian charitable orga",nization. Its objectives are to assist in the rehabilitatio,"n of amputees and provide for their general welfare, both p","hysical and psychological, through the medium of golf and i",15,,,,,,,,,,,,,,,,,www.eagagolf.org/,,,X,X,,
165757,,,,Scholarship provides financial assistance for kidney di,alysis and transplant patients to pursue post-secondary educ,ation. Applicant must be resident of Indiana over the age of,18. Must have a high school diploma or its equivalent. Appl,,,,,,,,,,,,,,,,,,,,,,NKFI Scholarship,,2,8,,,250,1500,,3,31,,X,,,,,,X,,,,,,,,,,,,,,,,,National Kidney Foundation of Indiana Scholarship,,National Kidney Foundation of Indiana Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,7,5000,,,,,,ications are reviewed by committee to choose awardees.,,The National Kidney Foundation is the leading organization,"in the U.S. dedicated to the awareness, prevention and trea",tment of kidney disease for hundreds of thousands of health,"care professionals, millions of patients and their families",,,,,,,,,,,,,,,,,,www.kidneyindiana.org/,,,X,,,X
165758,,,,Our scholarship program provides funding for undergradu,ate and graduate students who are U.S. citizens enrolled in,"a full-time civil engineering, construction management, or c",onstruction engineering curriculum at an accredited four yea,,,,,,,,,,CE,CV,,,,,,,,,,,National Asphalt Pavement Association Research and,,50,150,,,500,3000,,V,,,X,X,,,,,X,X,,,,,,,,,,,,,,,,National Asphalt Pavement Association Research and Education Foundation Scholarship Program,,National Asphalt Pavement Association Research and Education Found,ation,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,69,107224,,,,,,r college/university or two-year technical institution. The,,It is the only trade association that exclusively represent,s the interests of the Hot Mix Asphalt producer and paving,"contractor on the national level with Congress, government","agencies, and other national trade and business organizatio",,,,,,,,,,,,,,,,,,www.asphaltpavement.org,,,X,X,,
165766,,,,"Scholarship grants funds for tuition, books, and other",educational and research expenses to undergraduate and gradu,"ate students; as well as college, university, and graduate s","chool instructors and professors who have excelled in, and/o",,,,,,,,,,HS,,,,,,,,,,,,John Kimball Scholarship Program,,3,10,,,300,5000,,4,15,,X,,,,,,,,,,,,,,,,,,,,,,,John Kimball Memorial Trust Scholarship Program for the Study of History,,Topsfield Historical Society,,,X,,,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,11,35976,,,,,,r have a passion for the study of history and related discip,,"Society purpose is to collect, study, and preserve historic",al material relating to the town of Topsfield. Also activel,y promote research and promotion of Topsfield history throu,"gh scholarships, lectures and Topsfield school programs.",,,MA,,,,,,,,,,,,,,,www.topsfieldhistory.org/,,,X,,,X
165772,,,,Scholarship for full-time student majoring in the biolo,"gical and life sciences, chemistry, geological sciences, phy","sics, astronomy, engineering, computer science, or other rel",ated fields. Must be a U.S. citizen and a Maryland resident.,,,,,,,,,,AV,BI,CH,CS,ES,ET,EV,MH,MT,PS,,,NASA Maryland Space Grant Consortium Scholarships,,,,,,,1000,,5,15,,X,,,,,,X,X,,,,,,,,,,,,,,,,NASA Maryland Space Grant Consortium Undergraduate Scholarships,,NASA/Maryland Space Grant Consortium,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,Enrollment in an affiliate institution of the Maryland Spac,,The consortium is Maryland's implementation arm of NASA's N,ational Space Grant College and Fellowship Program. It meet,s objectives through a wide variety of activities that targ,"et higher-education, pre-college, research, and public outr",,,MD,,,,,,,,,,,,,,,md.spacegrant.org/,,,X,X,,
165775,,,,Grant providing financial aid assistance to Massachuset,"ts residents, who are currently employed as paraprofessional",s in Massachusetts public schools and wish to obtain higher,education and become certified as full-time teachers.,,,,,,,,,,ED,,,,,,,,,,,,Paraprofessional Teacher Preparation Grant,,,,,,250,7500,,8,1,,X,,,,,,,,X,,,,,,,,,,,,,,,Paraprofessional Teacher Preparation Grant,,Massachusetts Office of Student Financial Assistance,,,X,,,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,135,438290,,,,,,,,The mission of organization is to promote and enhance acces,s to higher education by delivering quality student financi,al aid information and services to residents of the Commonw,"ealth, and thus ensuring that they have an opportunity to e",,,,,,,,,,,,,,,,,,www.osfa.mass.edu/,,X,,,,X
