ID,ACNA,EMPNA,ETHNA,NATNA,RELNA,HOBNA,CIVNA,APPPH,APPDRIVE,APPPORTF,GRANT,FELLOW,POSTGRAD,UNIV,AGE_FROM,AGE_TO,CITIZEN0,CITIZEN1,CITIZEN2,CITIZEN3,CITIZEN4,CITIZEN5,AP_SOC,AP_FNAM,AP_INIT,AP_LNAM,AP_TITLE,AP_PHONE,AP_FAX,AP_EMAIL,ADDR1,ADDR2,CITY,ST,ZIPCODE,COUNTRY,FLOAN,USA_Y,USA_N,CAN_Y,CAN_N,FRN_Y,FRN_N,APPRESUME,APPL_OTHER_TEXT,R_911,AWDS_VARIES,AMNT_VARIES,NUMAPP,COMM_SERV,APPL_ONLINE,APPL_ONLINE_URL
150268,,,,,,,,,X,,,,,X,,,U.S.,,,,,,Ms.,Letty,,Newton,Director,850-701-3522,,lnewton@floridabankers.com,PO Box 1360,,Tallahassee,FL,32302-1360,,X,X,,,X,,X,,,,,,4,,,
150274,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Ramah,,Church,Program Manager,614-752-9528,,osom_admin@highered.ohio.gov,25 South Front Street,,Columbus,OH,43215,,,X,,,X,,X,,,,,,40,,,
150282,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Susan,,Hoover,Scholarship Coordinator,,,shoover@tgkvf.org,"900 Lee Street East, 16th Floor",,Charleston,WV,25301,,,X,,,X,,X,,,,,,,,,
150283,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Susan,,Hoover,Scholarship Coordinator,304-346-3620,,shoover@tgkvf.org,"900 Lee Street East, 16th Floor",,Charleston,WV,25301,,,X,,,X,,X,,,,,,,,,
150284,,,,,,,,,,,,,,X,,,,,,,,,,Susan,,Hoover,Scholarship Program Officer,304-346-3620,,shoover@tgkvf.org,"900 Lee Street East, 16th Floor",,Charleston,WV,25301,,,X,,,,,,,,,,,,,,
150286,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Susan,,Hoover,Scholarship Program Officer,304-346-3620,,shoover@tgkvf.org,"900 Lee Street East, 16th Floor",,Charleston,WV,25301,,,X,,,X,,X,,,,,,,,,
150287,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Susan,,Hoover,Scholarship Program Officer,304-346-3620,,shoover@tgkvf.org,"900 Lee Street East, 16th Floor",,Charleston,WV,25301,,,X,,,X,,X,,,,,,,,,
150290,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Kathy,,Cundall,Administrative Assistant,307-234-1579,,khcundall@aol.com,PO Box 1175,,Casper,WY,82602,,,X,,,X,,X,,,,,,21,X,,
150296,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Marlene,,Griffith,Human Resources Administration Coordinator,414-524-2425,414-524-2299,marlene.f.griffith@jci.com,"5757 North Green Bay Avenue, X-34",,Milwaukee,WI,53209,,,X,,,X,,X,,,,,,520,X,,
150299,,,,,,,,,,,X,,,X,,,,,,,,,,Diane,,Lorenz-Olsen,"Program Officer, Grants, Awards, and Recognition",303-357-1028,303-357-1070,awards@geosociety.org,"3300 Penrose Place, PO Box 9140",,Boulder,CO,80301-9140,,,X,,X,,X,,,appraisal form,,,,474,,,
150301,,,,,,,,,,,X,,X,X,,,,,,,,,Ms.,Dana,,Schaffer,Development Manager,202-544-2422,202-544-8307,aha@historians.org,"400 A Street, SE",,Washington,DC,20003,,,X,,X,,X,,X,"bibliography, project budget",,,,95,,X,http://historians.org/awards-and-grants/grants-and-fellowships/albert-j-beveridge-grant
150303,,,,,,,,,,,X,,X,X,,,,,,,,,Ms.,Dana,,Schaffer,Development Manager,202-544-2422,202-544-8307,aha@historians.org,"400 A Street, SE",,Washington,DC,20003,,,X,,X,,X,,X,"bibliography, project budget",,,,20,,X,http://historians.org/awards-and-grants/grants-and-fellowships/michael-kraus-research-grant
150304,,,,,,,,,,,X,,X,X,,,,,,,,,Ms.,Dana,,Schaffer,Development Manager,202-544-2422,202-544-8307,aha@historians.org,"400 A Street, SE",,Washington,DC,20003,,,X,,X,,X,,X,"bibliography, project budget",,,,33,,X,http://historians.org/awards-and-grants/grants-and-fellowships/littleton-griswold-research-grant
150305,,,,,,,,,,,X,,X,X,,,,,,,,,Ms.,Dana,,Schaffer,Development Manager,202-544-2422,202-544-8307,aha@historians.org,"400 A Street, SE",,Washington,DC,20003,,,X,,X,,X,,X,"bibliography, project budget",,,,94,,X,http://historians.org/awards-and-grants/grants-and-fellowships/bernadotte-e-schmitt-grant
150319,,,,,,,,,,,,,,X,14,25,,,,,,,,Megan,,Bailey,Administrative Assistant,202-416-8822,,vsainfo@kennedy-center.org,2700 F St NW,,Washington,DC,20566,,,X,,X,,X,,,,,,,80,,,
150324,,,,,,,,,,,,,,X,,26,U.S.,,,,,,,Barbara,,Sipek,Tuition Waiver Coordinator,502-595-4447,,barbaraa.sipek@ky.gov,"321 West Main Street, Suite 390",,Louisville,KY,40213-9095,,,X,,,X,,X,,,,,,,,,
150325,,,,,,,,,,,,,,X,,,,,,,,,,,,,Grants,,,Awards@mlahq.org,"65 East Wacker Place, Suite 1900",,Chicago,IL,60601-7246,,,X,,X,,,X,,,,,,30,,,
150326,,,,,,,,,,,X,,,X,,,,,,,,,,,,,Grants Coordinator,312-419-9094,,Awards@mlahq.org,65 E. Wacker Place,Suite 1900,Chicago,IL,60154,,,X,,X,,,X,,,,,,6,,,
150327,,,,,,,,,,,,X,,X,,,,,,,,,Ms.,Maria,,Lopez,Grants and Scholarships Coordinator,312-419-9094,,awards@mlahq.org,65 East Wacker Place,Suite 1900,Chicago,IL,60601,,,X,,X,,,X,,,,,,3,,,
150328,,,,,,,,,,,X,,,X,,,,,,,,,,,,,Grants Coordinator,312-419-9094,,Awards@mlahq.org,65 E. Wacker Place,Suite 1900,Chicago,IL,60154,,,X,,X,,,X,,,,,,3,,,
150329,,,,,,,,,,,X,,X,X,,,,,,,,,,Leigh,,Cunningham,Program Manager,785-532-5717,,leigh@ksu.edu,"2323 Anderson Avenue, Suite 225",,Manhattan,KS,66502-2912,,,X,,X,,X,,,,,,,7,,,
150330,,,,,,,,,,,,,X,X,,,,,,,,,,Dawn,,Krause,Content Program Coordinator,785-532-0632,,dawnkrause@ksu.edu,2323 Anderson Ave,Suite 225,Manhattan,KS,66502,,,X,,X,,X,,,,,,,3,,,
150334,,,,,,,,,,,,,,X,,,U.S.,,,,,,,,,,Student Scholarships and Grants,888-447-2687,,mistudentaid@michigan.gov,PO Box 30462,,Lansing,MI,48909,,,X,,,X,,X,,,,,,,,,
150335,,,,,,,,,,,X,,,X,,,U.S.,,,,,,,,,,Student Scholarships and Grants,888-447-2687,,mistudentaid@michigan.gov,PO Box 30462,,Lansing,MI,48909,,,X,,,X,,X,,,,,,,,,
150337,,,,,,,,,,,,,,X,,,,,,,,,,,,,Awards Coordinator,301-495-0900,301-495-0810,asis@asis.org,"1320 Fenwick Lane, Suite 510",,Silver Spring,MD,20910,,,X,,X,,X,,X,"research proposal, budget, cover letter",,,,,,,
150340,,,,,,,,,,,,X,,X,,,U.S.,,,,,,,,,,Education Board,202-942-9283,202-942-9329,fellowships@asmusa.org,"1752 North Street, NW",,Washington,DC,20036,,,X,,,X,,X,,,,,,,,,
150347,,,,,,,,,,,,,,X,18,,U.S.,,,,,,Mr.,John,R.,Douglass,"Associate Director, Foundation",800-443-9353,,jdouglass@aws.org,"8669 NW 36 Street, Suite 130",,Miami,FL,33166,,,X,,,X,,X,,,,,,450,,,
150349,,,,,,,,,,,,,,X,,,U.S.,,,,,,,,,,Scholarship Administrator,301-493-0290,301-493-0208,scholarships@asprs.org,"5410 Grosvenor Lane, Suite 210",,Bethesda,MD,20814-2160,,,X,,,X,,X,,,,,,,,,
150350,,,,,,,,,,,X,,,X,,,U.S.,,,,,,,Jesse,,Winch,Scholarship Administrator,301-493-0290,301-493-0208,scholarships@asprs.org,"5410 Grosvenor Lane, Suite 210",,Bethesda,MD,20814-2160,,,X,,,X,,X,,,,,,,,,
150353,,,,,,,,,,,,X,,X,,,U.S.,,,,,,,Linda,,Lopez,Director,202-483-2512,202-483-2657,minority@apsanet.org,"1527 New Hampshire Avenue, NW",,Washington,DC,20036-1206,,,X,,,X,,X,,,,,,27,,,
150354,,,,,,,,,,,,X,X,X,,,U.S.,,,,,,Mrs.,Brooke,,Bruthers,"Senior Program Manager, Diversity Programs",301-634-7226,,bbruthers@the-aps.org,9650 Rockville Pike,,Bethesda,MD,20814-3991,,,X,,,X,,X,,,,,,87,,,
150355,,,,,,,,,,,,X,X,X,,,U.S.,,,,,,Mrs.,Kara,M.,Abramson,Director,202-483-2512,,cfp@apsanet.org,"1527 New Hampshire Avenue, NW",,Washington,DC,20036-1206,,,X,,,X,,X,,,,,,,,,
150356,,,,,,,,,,,,X,X,X,,,U.S.,,,,,,Ms.,Laura,,Leddy,Program Assistant,202-483-2512,,cfp@apsanet.org,"1527 New Hampshire Avenue, NW",,Washington,DC,20036-1206,,,X,,,X,,X,,,,,,,,,
150357,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Library Program Coordinator,215-440-3443,,libfellows@amphilsoc.org,104 South Fifth Street,,Philadelphia,PA,19106-3387,,,X,,X,,X,,,,,,,74,,,
150360,,,,,,,,,,,,X,X,X,,,,,,,,,,Alisa,,Moore,Program Administrator,240-880-3084,301-984-4737,alisam@aaopt.org,"6110 Executive Boulevard, Suite 506",,Rockville,MD,20852,,,X,,X,,X,,,,,,,42,,,
150361,,,,,,,,,,,,,X,X,,,,,,,,,Dr.,Peter,,van Alfen,Seminar Director,212-571-4470,,vanalfen@numismatics.org,American Numismatic Society,"75 Varick Street, 11th Floor",New York,NY,10013,,,X,,X,,,X,,,,,,,,,
150363,,,,,,,,,,,X,,,X,,,,,,,,,,Maria,,Rios,"Assistant Director, Fellowships and Student Affairs",212-769-5017,,fellowships-rggs@amnh.org,79th st @ Cental Park West,,NY,NY,10024,,,X,,X,,X,,,,,,,122,,,
150368,,,,,,,,,,,,,,X,,,U.S.,,,,,,Dr.,Racquel,,Jemison,"Manager, ACS Scholars Program",202-872-6048,,scholars@acs.org,"1155 16th Street, NW",,Washington,DC,20036,,,X,,,X,,X,,,,,,400,,,
150369,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,grants@cancer.org,"250 Williams Street, NW",,Atlanta,GA,30303,,,X,,X,,X,,,,,,,,,,
150374,,,,,,,,,,,X,,X,X,,,,,,,,,Dr.,Alison,,Lewis,Executive Director,267-361-5018,,executivedirector@betaphimu.org,PO Box 42139,,Philadelphia,PA,19101,,,X,,X,,X,,,,,,,13,,,
150375,,,,,,,,,,,,,,X,,,U.S.,,,,,,Mr.,Paul,A.,L'Heureux,Department Adjutant,207-873-3229,207-872-0501,legionme@mainelegion.org,PO Box 900,,Waterville,ME,4903,,,X,,,X,,X,,,,,,75,,,
150376,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Russell,W.,Myers,Department Adjutant,410-752-1405,,russell@mdlegion.org,"101 North Gay, Room E",,Baltimore,MD,21202,,,X,,,X,,X,,,,,,15,,,
150378,,,,,,,,,,,,,,X,,,U.S.,,,,,,,,,,Scholarship Coordinator,517-267-8809,,info@michalaux.org,"212 North Verlinden Avenue, Suite B",,Lansing,MI,48915,,,X,,,X,,X,,,,,,,X,,
150379,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Ashley,,Zimmer,Programs Coordinator,517-371-4720,,legion@michiganlegion.org,212 North Verlinden Avenue,,Lansing,MI,48915,,,X,,,X,,X,,,,,,,,,
150380,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Jennifer,,Kelley,Program Coordinator,651-291-1800,,department@mnlegion.org,"20 West 12th Street, Room 300-A",,St. Paul,MN,55155,,,X,,,X,,X,,,,,,,,,
150381,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Jennifer,,Kelley,Program Coordinator,651-291-1800,,department@mnlegion.org,"20 West 12th Street, Room 300-A",,St. Paul,MN,55155,,,X,,,X,,X,,,,,,,,,
150382,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Jennifer,,Kelley,Program Coordinator,651-291-1800,,department@mnlegion.org,"20 West 12th Street, Room 300-A",,St. Paul,MN,55155,,,X,,,X,,X,,,,,,,,,
150383,,,,,,,,,,,,,,X,,20,U.S.,,,,,,,Richard,,Pedro,Department Adjutant,518-463-2215,518-427-8443,newyork@legion.org,"112 State Street, Suite 400",,Albany,NY,12207,,,X,,,X,,X,,,,,,,,,
150385,,,,,,,,,,,,,,X,14,18,U.S.,,,,,,,Teri,,Bryant,,701-293-3120,,programs@ndlegion.org,"405 West Main Avenue, Suite 4A",,West Fargo,ND,58078,,,X,,,X,,X,,,,,,38,,,
150386,,,,,,,,,,,,,,X,,,U.S.,,,,,,Mr.,Miles,S.,Epling,Department Adjutant,304-343-7591,,wvlegion@suddenlinkmail.com,"2016 Kanawha Boulevard East, PO Box 3191",,Charleston,WV,25311,,,X,,,X,,X,,,,,,,,,
150387,,,,,,,,,,,,,,X,,,U.S.,,,,,,Mr.,Miles,,Epling,State Adjutant,304-343-7591,,wvlegion@suddenlinkmail.com,"2016 Kanawha Boulevard East, PO Box 3191",,Charleston,WV,25311,,,X,,,X,,X,,,,,,,,,
150390,,,,,,,,,,,,X,X,X,,,,,,,,,,Laurel,N.,Sparks,"Coordinator, Lecture and Fellowship",857-305-9360,857-233-4270,lsparks@archaeology.org,44 Beacon Street,,Boston,MA,2108,,,X,,X,,X,,,,,,,2,,,
150402,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Courtney,,Bishop,Associate Director,703-837-5356,,courtney.bishop@agc.org,"2300 Wilson Boulevard, Suite 300",,Arlington,VA,22201,,,X,,,X,,X,,,,,,400,,,
150403,,,,,,,,,,,,,,X,,,U.S.,,,,,,Mrs.,J.B.,,"Richards, II",National Scholarship Chairman,636-220-2442,,leslie@khs65.com,PO Box 6695,,Chesterfield,MO,63006-6695,,,X,,,X,,X,,,,,,25,,,
150404,,,,,,,,,,,,,X,X,,,,,,,,,Ms.,Caroline,,Hunt,Administrator,610-2059897,,crsnews@verizon.net,724 Winchester Rd,,Broomall,PA,19008,,,X,,X,,X,,,,,,,,,,
150405,,,,,,,,,,,,,X,X,,,,,,,,,Ms.,Caroline,,Hunt,Administrator,610-2059897,,crsnews@verizon.net,724 Winchester Rd,,Broomall,PA,19008,,,X,,X,,X,,,,,,,,,,
150410,,,,,,,,,,,,,,X,,,U.S.,,,,,,,,,,,203-752-4332,203-752-4103,info@kofc.org,"Department of Scholarships, PO Box 1670",,New Haven,CT,06507-0901,,,X,,,X,,X,,,,,,,,,
150411,,,,,,,,,,,,,,X,,,,Canadian,,,,,,,,,,203-752-4332,203-752-4103,info@kofc.org,"Department of Scholarships, PO Box 1670",,New Haven,CT,06507-0901,,,,X,X,,,X,,,,,,,,,
150412,,,,,,,,X,,,,,,X,,,U.S.,,,,,,Ms.,Addy,,Tymczyszyn,Scholarship and Grant Officer for Americans,212-734-2130,,Addy@thekf.org,15 East 65th Street,,New York,NY,10065,,,X,,,X,,X,,personal statement,,,,,,X,http://www.thekf.org/kf/scholarships/exchange-poland/year-abroad/
150413,,,,,,,,X,,,,,,X,,,U.S.,,,,,,Ms.,Addy,,Tymczyszyn,Scholarship and Grant Officer for Americans,212-734-2130,,Addy@thekf.org,15 East 65th Street,,New York,NY,10065,,,X,,,X,,X,,"proof of Polish ancestry, personal statement",,,,,,X,http://www.thekf.org/kf/scholarships/tuition/ts/
150414,,,,,,,,,,,,,,X,,,U.S.,,,,,,,,,,Program Administrator,601-432-6997,601-432,sfa@mississippi.edu,3825 Ridgewood Road,,Jackson,MS,39211,,X,X,,,X,,X,,,,,,274,,,
150415,,,,,,,,,,,,,,X,,,U.S.,,,,,,,,,,Program Administrator,601-432-6997,601-432,sfa@mississippi.edu,3825 Ridgewood Road,,Jackson,MS,39211,,X,X,,,X,,X,,,,,,98,,,
150418,,,,,,,,,,,,,,X,,,,,,,,,,Caroline,,Jewell,Awards Coordinator,800-545-2433,,alscawards@ala.org,50 East Huron Street,,Chicago,IL,60611,,,X,,X,,,X,,,,,,550,,,
150420,,,,,,,,,,,,,,X,,,,,,,,,,Caroline,,Jewell,Awards Coordinator,800-545-2433,,alscawards@ala.org,50 East Huron Street,,Chicago,IL,60611,,,X,,X,,,X,,,,,,550,,,
150422,,,,,,,,,,,,,,X,16,18,U.S.,,,,,,,,,,Department Scholarship Coordinator,740-452-8245,740-452-2620,,PO Box 2760,,Zanesville,OH,43702-2760,,,X,,,X,,X,,,,,,,,,
150424,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,AAUW Fellowships and Grants,319-688-4334,,aauw@scholarshipamerica.org,C/O Scholarship America,"327 Second Street, Suite 103",Coralville,IA,52241,,,,X,X,,X,,,see application instructions for additional details,,,,,,X,http://www.aauw.org/
150425,,,,,,,,,,,X,,,X,,,U.S.,,,,,,,,,,AAUW Fellowships and Grants,319-688-4334,,aauw@scholarshipamerica.org,C/O Scholarship America,"327 Second Street, Suite 103",Coralville,IA,52241,,,X,,,X,,X,,,,,,,,,
150426,,,,,,,,,,,,X,X,X,,,U.S.,,,,,,,,,,AAUW Fellowships and Grants,319-688-4334,,aauw@scholarshipamerica.org,C/O Scholarship America,"327 Second Street, Suite 103",Coralville,IA,52241,,,X,,,X,,X,,see application instructions for additional details,,,,,,X,http://www.aauw.org/
150431,,,,,,,,,,,,,,X,,,U.S.,,,,,,Ms.,Stephanie,,Panion,Scholarship Program Coordinator,303-285-6207,,scholarships@boettcherfoundation.org,"600 17th Street, Suite 2210 S",,Denver,CO,80202-5422,,,X,,,X,,X,,,,,,1470,,,
150433,,,,,,,,,,,,,,X,16,21,U.S.,,,,,,,,,,Scholarship Coordinator,517-267-8809,,info@michalaux.org,"212 North Verlinden Avenue, Suite B",,Lansing,MI,48915,,,X,,,X,,X,,,,,,,,,
150435,,,,,,,,X,,,,,,X,18,,U.S.,,,,,,,Mary,,Wells,Education Chairman,207-532-6007,,aladeptsecme@verizon.net,21 Limerock Street,PO Box 434,Rockland,ME,4841,,,X,,,X,,X,,doctor's statement,,,,,,,
150436,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Jeff,,Bond,Oratorical Contest Committee,785-232-9315,,,1314 SW Topeka Boulevard,,Topeka,KS,66612,,,X,,,X,,X,,,,,,,,,
150437,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Betty,,Cook,Secretary and Treasurer,270-932-7533,270-932-7672,secretarykyala@aol.com,PO Box 189,,Greensburg,KY,42743,,,X,,,X,,X,,,,,,,,,
150438,,,,,,,,X,,,,,,X,,,U.S.,,,,,,,Marlene,,Valentine,Executive Director,515-282-7987,,alasectreas@ialegion.org,720 Lyon Street,,Des Moines,IA,50309,,,X,,,X,,X,,,,,,10,,,
150439,,,,,,,,X,,,,,,X,,,U.S.,,,,,,,Marlene,,Valentine,Secretary and Treasurer,515-282-7987,515-282-7583,alasectreas@ialegion.org,720 Lyon Street,,Des Moines,IA,50309,,,X,,,X,,X,,,,,,1,,,
150442,,,,,,,,X,,,,,,X,17,35,U.S.,,,,,,,Mary Sue,,Chase,Secretary,208-342-7066,208-342-7066,idalegionaux@msn.com,905 Warren Street,,Boise,ID,83706-3825,,,X,,,X,,X,,,,,,2,,,
150445,,,,,,,,,,,X,,,X,16,23,U.S.,,,,,,,Nancy,A,Hansen,State Secretary,860-616-2343,860-616-2342,ctaladept@gmail.com,PO Box 266,,Rocky Hill,CT,06067-0266,,,X,,,X,,X,,,,,,,X,,
150446,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Rhonda,M.,Larkowski,Department Secretary and Treasurer,303-367-5388,,www.dept-sec@alacolorado.com,"7465 East First Avenue, Suite D",,Denver,CO,80230,,,X,,,X,,X,,,,,,1,,,
150459,,,,,,,,,,,,X,X,X,,,U.S.,,,,,,Mr.,Andrew,T.,Dailey,"Director, MFP",202-312-6478,,mfp@apa.org,"750 First Street, NE",,Washington,DC,20002,,,X,,,X,,X,,,,,,173,,,
150461,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Angela,,Klink,Member Services Administrator,212-248-0200,,angela@avs.org,"125 Maiden Lane, 15th Floor",,New York,NY,30038,,,X,,,X,,X,,,,,,,,,
150468,,,,,,,,X,,,,,X,X,,,,,,,,,,,,,Executive Director,920-863-6333,,info@dairyshrine.org,PO Box 725,,Denmark,WI,54208,,,X,,X,,,X,,,,,,10,,,
150472,,,,,,,,X,X,,,,,X,,,,,,,,,,Dorothy,,Szumski,Director of Fraternal Scholarships,216-464-8015,216-464-9260,info@fcsla.com,24950 Chagrin Boulevard,,Beachwood,OH,44122,,,X,,X,,,X,,,,,,,,,
150473,,,,,,,,,,,X,,,X,,,U.S.,,,,,,Ms,Dara,,Wydler,Executive Director,254-547-6537,,firstcav@1cda.org,302 North Main Street,,Copperas Cove,TX,76522-1703,,,X,,,X,,X,,,,,,61,,,
150476,,,,,,,,,,,,,,X,,,,,,,,,Ms.,Chelsea,R.,Friedman,Essay Contest Coordinator,212-490-7788,212-490-6006,chelsea@eliewieselfoundation.org,"555 Madison Avenue, 20th Floor",,New York,NY,10022,,,X,,X,,X,,,"student entry form, faculty sponsor form",,,,307,,,
150478,,,,,,,,,,,,,,X,,,U.S.,,,,,,Mr.,Paul,A.,L'Heureux,Department Adjutant,207-873-3229,207-872-0501,legionme@mainelegion.org,PO Box 900,,Waterville,ME,4903,,,X,,,X,,X,,,,,,75,,,
150479,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Administrator,773-702-8638,773-702-6636,aiis@uchicago.edu,1130 East 59th Street,,Chicago,IL,60637,,,X,,X,,X,,X,project statement,,,,,,,
150483,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Jacki,,O'Neill,Department Secretary,402-466-1808,,neaux@alltel.net,PO Box 5227,,Lincoln,NE,68505-0227,,,X,,,X,,X,,"letter of acceptance, proof of enrollment",,,,35,,,
150490,,,,,,,,X,X,,,,,X,,,U.S.,,,,,,,,,,Executive Director,,,najanet@bellsouth.net,845 South Main Street,PO Box 1873,Greenville,MS,38702-1873,,,X,,,X,,X,,,,,,49,X,,
150495,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,grants@lbjfoundation.org,2313 Red River Street,,Austin,TX,78705,,,X,,X,,X,,,,,,,50,,,
150496,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Stewart,,Mckeown,Scholarship Coordinator,703-642-5360,,scholarship@purpleheart.org,5413-B Backlick Road,,Springfield,VA,22151-3960,,,X,,,X,,X,,,,,,315,X,,
150498,,,,,,,,,,,,,,X,,,U.S.,,,,,,Mrs.,Paula,,Gagnon,Office Associate II,207-430-6035,207-626-4471,mainebvs@maine.gov,State House Station 117,,Augusta,ME,04333-0117,,,X,,,X,,X,,see application,,,,,,,
150500,,,,,,,,,,,,X,X,X,,,U.S.,,,,,,,Christine,,O'Brien,Program Officer,202-334-2872,202-334-2000,fordapplications@nas.edu,500 5th St NW,,Washington,DC,20001,,,X,,,X,,X,,,,,,,,,
150501,,,,,,,,,,,,X,,X,,,U.S.,,,,,,,Christine,,O'Brien,Program Officer,202-334-2872,202-334-2000,fordapplications@nas.edu,500 5th St NW,,Washington,DC,20001,,,X,,,X,,X,,,,,,,,,
150502,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Melissa,,Adams,Scholarship Processing Coordinator,541-687-7409,,melissa.adams@state.or.us,"1500 Valley River Drive, Suite 100",,Eugene,OR,97401,,,X,,,X,,X,,,,,,,,,
150504,,,,,,,,,,,,,X,X,,,,,,,,,,,,,Scholarship Committee,301-589-3200,301-589-3223,nbna@erols.com,"8630 Fenton Street, Suite 330",,Silver Spring,MD,20910-3803,,,X,,X,,X,,,,,,,,,,
150506,,,,,,,,X,,X,,,,X,,,,,,,,,,Jeffrey,,Palmer,Education Director,405-325-9008,866-325-7565,jeffrey.p.palmer@ou.edu,"University of Oklahoma, Gaylord School of Journalism",395 West Linsey Street,Norman,OK,73019,,,X,,X,,,X,,,,,,15,X,,
150507,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Karen,L.,Inzano,Executive Director,303-948-3300,,mail@rmcmi.org,8057 South Yukon Way,,Littleton,CO,80128-5510,,,X,,,X,,X,,,,,,30,,,
150508,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Judy,,Hauge,Office Manager,319-335-3457,,quill-scroll@uiowa.edu,"School of Journalism, W111 AJB",,Iowa City,IA,52242-1528,,,X,,,X,,X,,,,,,10,,,
150515,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Dora,,Tovar,"Chair, Multicultural Communications Section",212-460-1476,,jeneen.garcia@prsa.org,"33 Maiden Lane, 11th Floor",,New York,NY,10038-5150,,,X,,,X,,X,,,,,,,,,
150518,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Melissa,,Adams,Scholarship Processing Coordinator,541-687-7409,,melissa.adams@state.or.us,"1500 Valley River Drive, Suite 100",,Eugene,OR,97401,,,X,,,X,,X,,,,,,,,,
150521,,,,,,,,,,,X,,X,X,,,,,,,,,,Jacqueline,M.,Carmosino,Manager of Administration,609-452-1200,609-452-1201,jcarmosino@cpirf.org,"186 Princeton-Hightstown Road, Building 4, 2nd Floor",,Princeton Junctin,NJ,8550,,,X,,X,,X,,,curriculum vitae,,,,,,X,http://www.cpirf.org
150524,,,,,,,,,,,,,X,X,,,U.S.,,,,,,Ms.,Juliet,,Marshall,Education Manager,909-978-6655,909-860-0184,julietm@sema.org,1575 South Valley Vista Drive,PO Box 4910,Diamond Bar,CA,91765,,,X,,,X,,X,,,,,,215,,,
150525,,,,,,,,,,,,,,X,,,,,,,,,,,,,Scholarship Committee,360-676-3290,360-647-1445,scholarships@spie.org,PO Box 10,,Bellingham,WA,98227-0010,,,X,,X,,X,,,,,,,221,,,
150527,,,,,,,,,,,,,,X,,,U.S.,,,,,,,Vicky,,Trujillo,Offices Services Manager,303-986-3309,303-986-3892,info@rangelands.org,"6901 South Pierce Street, Suite 230",,Littleton,CO,80128,,,X,,,X,,X,,,,,,,,,
150529,,,,,,,,X,,,,,,X,,,,,,,,,Ms.,Deshuandra,,Walker,Senior Manager of Scholarship Programs,713-955-1073,202-448-1017,deshuandra.walker@tmcf.org,1770 Saint James Place Suite 414,,Houston,TX,77056,,,X,,X,,,X,,,,,,,X,,
150530,,,,,,,,X,,X,X,,,X,,,U.S.,,,,,,Ms.,Diana,,Kemppainen,Program Director,212-317-1470,,grants@pgfusa.org,"150 East 58th Street, 25th Floor",,New York,NY,10155,,,X,,,X,,X,,,,,,80,,,
150532,,,,,,,,,,X,,X,,X,,,,,,,,,,Susan,,Larson,Executive Director,312-427-4202,312-360-4545,somfoundation@som.com,"224 South Michigan Avenue, Suite 1000",,Chicago,IL,60604,,,X,,X,,X,,,research proposal and travel plan,,,,,,,
150534,,,,,,,,,,,,,,X,14,20,U.S.,,,,,,Adm.,Bernard,,Lee,Department Adjutant,808-946-6383,,aldepthi@hawaii.rr.com,612 McCully Street,,Honolulu,HI,96826-3935,,,X,,,X,,X,,,,,,3,,,
150535,,,,,,,,X,,,,,,X,,19,U.S.,,,,,,,William,,Winchell,Department Adjutant,501-375-1104,501-375-4236,alegion@swbell.net,PO Box 3280,,Little Rock,AR,72203-3280,,,X,,,X,,X,,,,,,,,,
150536,,,,,,,,,,,,,,X,,,,,,,,,,Melanie,,Paulson,Administrative Coordinator,403-220-7515,,arctic@ucalgary.ca,"University of Calgary, 2500 University Drive, NW, ES-1040",,Calgary,AB,T2N 1N4,Canada,,X,,X,,X,,,,,,,6,,,
